0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
Milan Stitched Pillow Sham White  50x75cm EA,0.006865984,-0.131596218,0.031216044,0.066395459,-0.032612818,-0.079888003,-0.021504214,0.229793984,-0.126208345,0.084215724,0.042299296,-0.049978688,-0.050361172,0.225252694,-0.089557022,-0.279091852,0.157854345,-0.000929855,-0.037707651,-0.057219404,-0.004223112,-0.014916302,0.177813365,0.159029825,0.01924036,0.001632921,0.200579291,0.080979318,0.074515496,-0.139679363,-0.019789012,-0.088101026,-0.221908225,0.25031893,0.206414966,-0.055414348,-0.142931014,0.016274166,0.047694489,-0.13938713
Milan Stitched Quilt White Q 250x265cm,-0.016672738,-0.028327683,-0.005229073,0.002540289,-0.022979036,-0.054086003,0.006193629,0.058670409,-0.079304182,0.121922042,-0.016367693,-0.11178265,-0.112317895,0.033071585,-0.049974082,-0.127973376,0.038434473,0.055066225,-0.017908461,0.060465321,0.005163687,0.011264362,0.104871863,-0.026375968,-0.109856583,0.031704358,0.072149042,0.011735343,0.033732026,-0.072629005,0.021821864,-0.049670312,-0.188878931,0.220798063,0.028786953,-0.314278798,-0.105828558,0.028850815,0.012607353,0.038096339
Cotton Bathmat Tea  50x80cm,0.074903896,-0.027004309,0.18729957,0.245155896,0.181998408,-0.02417234,-0.142226557,0.384706102,-0.082053559,0.002387869,0.082408696,0.026873546,0.035830762,-0.012532017,-0.178497396,-0.200521826,0.12626044,0.048807258,-0.080447346,0.009184102,0.025669854,-0.275727456,0.002177305,-0.104198783,-0.017654356,-0.002713671,0.232850121,0.323855457,0.0813226,-0.02380269,-0.05513989,-0.012123294,-0.456245192,0.061928947,0.199941428,-0.119884972,-0.182143873,0.152612036,0.146992071,0.026015932
Acacia Round Chopping Board Natural L 50cm dia (61cm),-0.013718112,-0.0855543,0.119994478,0.054667261,0.092208986,-0.099498004,0.019636073,0.102377208,-0.006224281,0.025847688,0.002429898,-0.130306123,0.179120239,0.066494964,-0.068241966,-0.059798573,-0.056649138,-0.001092222,-0.079084632,0.022231506,-0.054587995,0.010494562,-0.033582535,0.016919574,0.059254872,-0.088214587,0.091258553,0.042494241,0.069986821,0.017580145,-0.064037159,-0.047599904,-0.09439491,0.080120352,0.106909206,-0.016429047,-0.033225808,-0.127373332,0.062081434,-0.113780034
Acacia Round Chopping Board Natural M 45cm dia (55cm),-0.064426508,-0.092223349,0.122515458,-0.001654113,0.076116149,-0.100148668,0.042853657,0.163801601,0.00125878,0.070082147,0.029872303,-0.120034014,0.119924951,0.06742239,-0.053229512,-0.047481832,-0.038406527,0.011226088,-0.046372326,0.009123424,-0.059619598,0.064227824,-0.014971025,0.015165396,0.048121243,-0.033718873,0.136307495,0.024704364,0.068873625,-0.024274925,-0.058009752,-0.0650386,-0.148816535,0.127897963,0.100130664,-0.069301893,-0.031473951,-0.183746285,0.05218343,-0.124344397
Acacia Round Chopping Board Natural S  40cm dia (50cm),-0.035531794,-0.346698062,0.273149342,0.104103369,0.094723002,-0.502377735,0.134942525,0.202054063,0.005632766,0.050956309,-0.045419486,-0.215631801,0.937960739,0.157226407,-0.100921406,0.026724841,-0.10080774,0.144480501,-0.119274681,0.043677247,-0.081839606,-0.080183135,-0.195251458,0.22375986,0.144608193,-0.199769585,0.148982756,0.008622199,0.234218582,0.084133449,-0.249627537,-0.171351343,0.156775803,0.220364879,0.156014439,0.188454782,-0.041956941,-0.910939839,0.037075894,-0.605619006
Acacia Rectangular Chopping Board Natural XL 32x50cm (60cm),0.009372695,-0.113361592,0.088128925,0.06121585,0.076394773,-0.125613727,0.044118032,0.121314687,-0.009582023,0.091970685,0.036595993,-0.090340348,0.104770926,0.041553365,-0.049933011,-0.072644631,-0.073965323,0.055161818,-0.061170829,0.039406171,-0.040455028,-0.002738687,-0.017519268,-0.065907951,-0.018771001,-0.062345486,0.119497979,0.042742596,0.113454207,-0.03455285,-0.066257763,-0.097987466,-0.137435091,0.128271073,0.071903567,-0.048494093,-0.020597192,-0.172196794,0.028037885,-0.101652189
Acacia Rectangular Chopping Board Natural L 28x44cm (54cm),0.047190839,-0.053294045,0.124212714,0.048970887,0.157582164,-0.082030973,0.009976457,0.182925046,-0.045141238,0.095728231,0.029550833,-0.06355327,0.032513185,0.049192184,-0.052316796,-0.125143462,-0.028027523,0.025804679,-0.037032238,0.036351534,-0.031012085,-0.004178192,-0.01402029,-0.053321392,-0.028466989,-0.026042986,0.147902938,0.108103198,0.132093892,-0.03093093,-0.05113052,-0.045852642,-0.175516682,0.146956805,0.077551907,-0.079276138,-0.08267664,-0.101716673,0.056347453,-0.100595927
Acacia Rectangular Chopping Board Natural M 24x38cm (48cm),0.077044662,-0.067313344,0.098830089,0.063609798,0.115667791,-0.132626489,0.008350401,0.140081364,0.001317236,0.104858204,0.025599439,-0.090925453,0.045815589,0.093867047,-0.07652102,-0.170908448,-0.04226335,0.002091606,-0.066694429,0.044452582,-0.020086322,0.002552504,0.006255639,-0.014055896,-0.026428132,-0.001145567,0.17853919,0.106843544,0.084945404,-0.04201869,-0.025678281,-0.081015703,-0.138427437,0.147685665,0.073201121,-0.114307776,-0.068696212,-0.072245458,0.043007682,-0.050291957
Acacia Rectangular Chopping Board Natural S 21x34cm (44cm),0.006980265,-0.089729582,0.144993586,0.025244583,0.079781742,-0.158703334,0.064321294,0.199544126,0.007102972,0.078133127,0.038819395,-0.084885088,0.069484686,0.101771146,-0.094478238,-0.037897047,-0.067964706,0.056770303,-0.052112238,-0.01416905,-0.04495436,0.021386635,-0.073966241,-0.020023494,-0.061561706,-0.107783671,0.114192939,0.061385705,0.152782598,-0.02060302,-0.058766694,-0.091081781,-0.180241803,0.164887305,0.094275384,-0.069946962,-0.084977288,-0.299237416,0.000946604,-0.119565375
Lyon Slip Valance White K 168x203x35cm,0.012014486,-0.124440334,0.020774191,0.085281743,0.026918367,-0.108418993,0.034904806,0.041201848,0.002512906,0.262155904,-0.038292601,-0.05002455,-0.030045614,0.037791977,-0.083895608,-0.178569156,0.033528947,0.032017652,-0.043414144,0.089490465,0.012564732,0.01432887,-0.013096816,-0.030452166,-0.132324332,0.015220092,0.01825858,0.107739085,0.032604698,-0.052754695,-0.010941909,-0.151344779,-0.265226974,0.050982831,0.208791888,-0.420002731,-0.10883615,0.082597847,0.078192135,-0.025730926
Lyon Slip Valance White KS 107x203x35cm,0.129848063,-0.117498774,0.073646784,0.115583572,0.045905928,-0.183625867,0.022867764,0.01289368,0.037239847,0.197431449,-0.014322002,-0.047656423,-0.066498359,0.108284392,-0.03463336,-0.240459123,0.007682761,-0.032336007,-0.033526814,0.05209022,-0.007760483,0.006821189,0.005571116,0.032478352,-0.247137226,0.02515787,0.008554613,0.187348859,0.068231551,-0.02810202,-0.096230828,-0.068109984,-0.273158986,0.032095246,0.154084719,-0.422227213,-0.074572936,0.14116721,0.073362318,-0.038704824
Lyon Slip Valance White Q 152x203x35cm,-0.012199848,-0.071253712,-0.011073499,0.020252483,0.014384298,-0.053873237,0.001541923,0.062146558,-0.008703919,0.205917456,-0.016655398,-0.089205719,-0.123096445,0.050963052,-0.016780411,-0.1561982,0.046391362,0.040270307,-0.016200617,0.039666712,0.002460495,0.072255545,0.071809454,-0.038233309,-0.13352495,0.057384622,0.054816119,0.034891962,-0.007293403,-0.06727768,0.022329813,-0.064993053,-0.150485413,0.06370118,0.088416206,-0.403623293,-0.080280757,0.021852239,0.024691496,0.015407453
Lyon Slip Valance White S 91x193x35cm,0.016975311,-0.281759979,0.005439754,0.140832704,0.100093609,-0.24645044,0.022898336,0.161617771,-0.034078535,0.30703496,-0.051925788,-0.073926801,-0.154770022,0.14542593,-0.178268172,-0.257814128,0.030136496,0.019809681,-0.015688366,0.091470476,0.032496598,-0.013765188,-0.049382174,-0.113188459,-0.120267355,0.108718923,0.004910293,0.165028922,0.169188187,-0.181105177,-0.048835811,-0.197898812,-0.207090636,0.117788392,0.262212992,-0.713658087,-0.175774002,0.025344716,0.087889822,-0.086561139
Lyon Slip Valance White SK 182x203x35cm,-0.003548389,-0.115878778,-0.000213913,0.078892052,-0.060902751,-0.096949149,-0.011610403,0.105005384,-0.057951909,0.194220066,0.014644287,-0.030020726,-0.05509674,0.056373308,-0.095343295,-0.297172065,0.120793731,0.042999445,0.030578947,0.063742562,-0.025599189,0.042611063,-0.069270705,-0.05541545,-0.160684809,0.077810708,-0.043595009,0.074989784,0.047016892,-0.054821012,-0.095479916,-0.057148238,-0.26247738,0.160648,0.282392684,-0.582014496,-0.169263112,0.086806557,0.12450144,0.049979393
Stripe Bear Doudou Beige/Cream  24x24cm,-0.075994752,-0.009279859,0.009090184,0.04029538,-0.028301928,-0.004554088,-0.018704758,0.106887825,-0.045136694,-0.003173946,0.021777927,-0.075608663,-0.077560331,0.07364034,-0.082155967,-0.194368444,0.040234405,-0.06450306,-0.079659316,0.070884755,-0.072255319,0.018439167,-0.031104012,0.010795137,0.015398285,-0.034577128,0.251023855,0.119086216,0.113503752,-0.057597227,-0.005893203,-0.036442653,-0.347010573,0.170759401,0.100176165,-0.282763225,-0.098473555,0.035179745,0.03704337,0.112992994
Dot Bear Doudou Cream/Beige  25x25cm,-0.108794046,0.006597818,-0.005087803,0.013717848,-0.068222735,0.036441833,0.012047278,0.064290437,-0.057314049,-0.013064296,-0.020010343,-0.073391456,-0.064309379,0.036669109,-0.018962029,-0.085545928,0.02471105,-0.050183973,-0.050221018,0.086716018,-0.059711364,0.04569623,-0.017080737,0.031287937,-0.008537031,-0.005669644,0.276590995,0.082392532,0.097685176,-0.080154394,0.009559449,-0.013047312,-0.269630847,0.20753867,0.083592596,-0.269670057,-0.064717416,0.013939632,0.024919886,0.113842171
Bear Rattle Beige/Cream  14cm,-0.019113007,0.014279536,0.049668471,0.055320682,0.026727288,-0.016524579,-0.005517944,0.112637487,-0.020176606,-0.010941805,0.003800625,-0.0451534,-0.013844858,-0.00014881,-0.063406003,-0.172715582,0.053354229,-0.072073788,-0.085531378,0.072979367,-0.065599969,-0.000626995,-0.027212873,0.000471392,-0.00651082,0.010650805,0.311247167,0.163010036,0.093101184,-0.082408031,-0.024754298,0.037061894,-0.27847184,0.15521782,0.079276505,-0.202993492,-0.090676893,0.117042122,0.058573617,0.119380296
Duck Rattle Cream  15cm,-0.040309107,0.019928156,0.034486232,0.040233183,0.023019678,0.023922384,-0.010597303,0.084908639,-0.009570988,-0.011047672,0.003852144,-0.054451204,-0.035165397,0.001056996,-0.0571914,-0.186430851,0.05145255,-0.070756306,-0.078823972,0.077504695,-0.046315829,0.008807421,0.002610422,0.015833434,-0.004378286,0.005189718,0.289383085,0.118893504,0.075309786,-0.070202474,-0.002654784,0.001513431,-0.246201962,0.168054406,0.065288775,-0.207826874,-0.056527254,0.090120704,0.039325792,0.125114573
Rabbit Rattle Pink  14cm,-0.030816143,0.027186303,0.025524226,0.051173731,0.005046704,-0.027087076,0.006529031,0.091465892,-0.014402604,0.016948439,-0.012123527,-0.053903633,-0.042752539,0.006809291,-0.044958735,-0.194665401,0.071868431,-0.078226259,-0.081137181,0.077078593,-0.035587641,0.035400039,-0.014544817,-0.005565443,-0.006955343,0.021086007,0.246274077,0.156266972,0.080030432,-0.072573584,-0.027317271,0.041162333,-0.285172046,0.217633142,0.067521187,-0.256470662,-0.129658261,0.106328474,0.063479391,0.167931553
Rabbit Doudou Blue  26cm,0.024217742,-0.01294172,0.039399507,0.070214297,0.010318499,-0.029478556,-0.014199815,0.106092262,-0.036695021,0.024032652,0.022865105,-0.044512795,-0.03644887,0.027132064,-0.06889225,-0.235993716,0.064970306,-0.056275961,-0.096374669,0.087314153,-0.025844375,0.010988435,-0.003856641,-0.007461091,-0.008146737,0.030755906,0.253232079,0.197993831,0.107334608,-0.098101404,-0.048227393,0.006843413,-0.294937867,0.173592867,0.124908385,-0.247487463,-0.140687128,0.092106771,0.049657186,0.084120976
Rabbit Doudou Pink  26cm,-0.002618445,0.003465922,0.039548324,0.057199136,-0.003191535,-0.01799268,-0.019389118,0.112485446,-0.041900163,0.007846979,0.018354849,-0.033591915,-0.038512288,0.016489305,-0.062408473,-0.226224232,0.067391154,-0.062100555,-0.087674277,0.081737354,-0.030570626,0.022717888,-0.007241454,-0.006452883,-0.004673927,0.014957384,0.245045734,0.150857039,0.079977367,-0.096061995,-0.047509364,0.009547355,-0.286740866,0.187801061,0.092774583,-0.215523229,-0.138399836,0.080037033,0.061794819,0.105708718
Duo Left Sofa Chaise White Pepper 290x160x40(85)cmh,-0.074450553,-0.007713328,-0.028249855,-0.02420946,-0.030304449,-0.182901127,0.023074041,-0.054189169,0.059854044,-0.000850518,-0.047176594,-0.05141607,0.237808338,-0.051384836,0.013234487,0.015487506,-0.133550996,0.024852368,0.026989415,0.039184831,0.091732645,-0.006110807,-0.085500475,0.064455169,0.037833393,-0.224797272,-0.257886181,-0.051399378,-0.014023627,0.161237967,-0.098674611,-0.0241976,0.368308823,-0.029212883,-0.010217912,0.192129201,-0.005655278,-0.248844546,-0.004903035,-0.088944273
Duo Ottoman White Pepper 100x65x44cmh,0.014218457,0.117189686,0.011076244,-0.252257851,-0.1517628,-0.256604377,-0.092272476,0.171430433,0.065699706,0.147523266,-0.032578776,0.029257911,0.083806076,-0.002774882,-0.016665189,-0.142736152,-0.293150352,-0.253620797,-0.012694555,-0.064161158,0.189876856,0.070574055,-0.02117355,0.173294914,0.053494238,-0.386052277,-0.468675116,0.136559879,-0.008192251,0.142006413,-0.054343462,0.120668839,0.759263745,0.105495262,0.052565936,-0.016126569,0.004036612,0.032172583,0.177772812,0.18907257
Buffet w/2 Doors Natural Washed Top/Limewash Base  160x55x80,-0.003587014,0.033090079,-0.002840572,0.104938315,-0.021744236,-0.308134428,0.234126894,0.044646874,-0.21759356,0.18405867,-0.070960293,-0.109579556,0.09326537,0.130999471,-0.068237739,-0.008554277,-0.106385265,-0.099586965,-0.076358173,0.141770152,-0.098020145,-0.022894753,0.036760054,0.0115782,-0.093930321,-0.28730276,-0.000929355,0.152375414,0.238665907,0.005801898,-0.080994769,0.010792473,-0.033378197,0.073059052,0.178215013,-0.169072632,-0.107227463,-0.252189273,-0.00773128,0.060880592
Porcelain Pot Lamp Black 58cmdiax62cmh,-0.010934047,0.038304213,0.027402938,-0.079274462,0.029386583,-0.039671578,0.123914064,-0.090955993,-0.004244921,-0.012716606,0.013062098,-0.079351091,0.039160711,-0.071654055,0.01246702,0.115690875,-0.015710804,-0.025590917,-0.071338569,0.018548214,0.041237806,-0.010926104,-0.124971807,-0.019641604,0.017412312,-0.134075479,-0.067601808,0.033941253,0.085843235,0.084780354,-0.049754792,-0.138475241,0.123782814,0.042995583,-0.055252309,0.122127678,0.000235183,-0.087832733,0.022542538,0.010849466
Duo Left Sofa Chaise Salt & Pepper 290x160x40(85)cmh,-0.062048939,-0.016740038,0.016794409,0.006870388,-0.002341387,-0.177118745,0.026640835,0.006654218,0.031275401,0.010240436,-0.052572086,-0.078555956,0.189790688,0.002034904,-0.017105271,-0.136234661,-0.05040533,-0.040188088,-0.031086494,0.060100726,0.053735539,-0.00884693,-0.047063499,0.04886942,0.029672767,-0.177110282,-0.031825065,0.001527519,0.018011753,0.117931099,-0.051508112,-0.041159633,0.120860225,0.00918157,0.011744067,0.113449057,-0.098494399,-0.217897555,0.023256173,-0.05128613
Duo Right Sofa Chaise Salt & Pepper 290x160x40(85)cmh,-0.06735902,-0.030879492,0.012806511,0.006807614,-0.017532091,-0.161863077,0.020387391,0.023386027,0.025252039,0.020009473,-0.058259896,-0.076558154,0.186249702,0.001630373,-0.02791291,-0.134294133,-0.052193499,-0.057985541,0.00258416,0.061170711,0.038514636,-0.002482092,-0.059379582,0.072854344,0.031591777,-0.161022832,-0.030166674,0.008972997,0.025153035,0.112817831,-0.04848069,-0.076037801,0.08683379,0.031330305,0.01129346,0.107715423,-0.091442269,-0.226342542,0.017648289,-0.054681721
Duo Sofa 263 Salt & Pepper L 263x100x40(85)cmh,0.058239892,0.078269184,0.07172288,-0.12187731,-0.031107298,-0.57750499,-0.02033707,0.086945406,0.03669417,0.102961151,-0.031777161,-0.028333024,0.112011212,-0.022441648,-0.053861153,-0.155066487,-0.18028716,-0.059132917,-0.146181456,0.024125616,0.113382343,0.002778898,-0.035249506,0.165434037,0.020602209,-0.393710393,-0.176594232,0.053852316,-0.006443599,0.106695824,-0.138350717,0.059777965,0.596186277,0.070320841,-0.019225756,0.104122235,-0.119793532,-0.142373451,0.108744807,0.061279759
Duo Sofa 239 Salt & Pepper M 239x100x40(85)cmh,0.056785035,0.090548579,0.059405971,-0.097253108,-0.054898285,-0.348092717,-0.010202884,0.086811344,-0.00961303,0.112052798,0.006864429,-0.017155192,0.059970499,-0.04420372,-0.032359102,-0.122681635,-0.188441551,-0.026062834,-0.138008327,-0.007747656,0.12469565,0.034653326,-0.011926192,0.154403851,0.039187766,-0.290904695,-0.219256924,0.011060115,-0.03544579,0.087728948,-0.091183982,0.005803304,0.562470476,0.054194103,0.037672556,0.085145005,-0.034485259,-0.082607095,0.134110841,0.090137757
Duo Sofa 204 Salt & Pepper S 204x100x40(85)cmh,0.124060145,0.124604564,0.06306786,-0.147481306,-0.036248619,-0.421346201,-0.052803315,0.040925143,-0.009855093,0.180274515,0.006852007,-0.067862576,0.115710847,-0.037815411,-0.03331413,-0.289142008,-0.251488641,0.014732957,-0.179855178,0.047149155,0.173702894,0.031838057,-0.034034852,0.185392662,-0.057932339,-0.320113015,-0.357074448,0.053867398,-0.03409276,0.103142672,-0.098685132,-0.006318397,0.836853539,0.138407477,0.042026403,-0.056502339,-0.102404718,-0.126229242,0.124315316,0.150366391
Duo Ottoman Ash 100x65x44cmh,-0.005277255,0.119514724,-0.057019981,-0.090086776,-0.160292577,-0.140638589,-0.022912697,-0.039451159,-0.001588855,0.274642402,-0.082120692,0.017423457,0.162471659,-0.150966986,0.017141812,-0.083978136,-0.337040774,-0.070499935,-0.005335166,0.077235907,0.310541413,0.125458844,-0.02289658,0.158532778,-0.105183648,-0.642661669,-0.284575128,0.065212756,0.008083006,0.181132546,-0.065495287,-0.046147495,0.487679819,0.233900374,0.051544564,0.060167377,-0.167480096,-0.177651432,0.090826223,0.24507807
Duo Sofa 263 Ash L 263x100x40(85)cmh,-0.01306267,0.10990829,-0.053670404,-0.082636058,-0.163463698,-0.183911699,-0.007009953,-0.064815078,0.006637542,0.196964951,-0.071881393,0.008547499,0.227472732,-0.142261701,-0.007549788,-0.080708105,-0.315280334,-0.051721944,0.046710973,0.097775423,0.297107359,0.083764455,-0.066445367,0.147634998,-0.032773868,-0.597729072,-0.265657797,0.034061286,-0.024925694,0.206246302,-0.093811053,-0.035493742,0.601923237,0.214353179,0.005980631,0.178652543,-0.16228402,-0.25664235,0.066654886,0.11713587
Duo Sofa 239 Ash M 239x100x40(85)cmh,0.027225085,0.11418922,-0.028970625,-0.049621403,-0.082343768,-0.171950683,-0.034297271,-0.027231564,0.002696293,0.257461178,-0.05011965,-0.015659566,0.179571456,-0.120286279,-0.001308884,-0.117192532,-0.314175244,-0.044332494,0.001644499,0.071125608,0.267655471,0.074895705,-0.035164464,0.156153507,-0.064351328,-0.58801239,-0.285665565,0.055562531,-0.027930945,0.156237538,-0.102793726,0.044095502,0.564292287,0.147718369,0.10228217,0.127079338,-0.134402254,-0.12275205,0.086015402,0.191813166
Duo Sofa 204 Ash S 204x100x40(85)cmh,-0.131535792,0.125072945,0.012514008,0.067584579,-0.0229383,-0.14841642,-0.000633174,0.088758328,-0.019957171,0.150805243,-0.029679172,-0.039004053,0.063484585,-0.05599272,0.065825748,-0.090726787,-0.169131627,-0.134718304,-0.079088249,-0.006156997,0.115298612,0.027606308,0.010772376,0.133235101,0.016350517,-0.37545908,-0.153680248,0.034475551,0.036458837,0.151891747,-0.148925868,0.04563557,0.314914102,0.035730764,0.143439067,0.095159142,-0.024738947,-0.07668735,0.087343539,0.167317995
Ciotola Stemless Wine Glass/Tumbler Clear 7.5x11.5cmh,-0.009467859,0.018861093,0.020570404,0.01625991,0.117740514,0.012782529,0.041468854,0.072541881,-0.004148088,0.121299851,0.007358733,-0.017907503,-0.169871636,-0.024353445,-0.087088165,-0.063848292,-0.071149577,-0.005415365,-0.009349885,0.01159171,0.088512556,-0.027248692,-0.039094462,-0.107844734,-0.032250862,-0.062323516,0.050903478,0.0666898,0.045927156,-0.02154141,-0.005300959,-0.063679289,-0.141296642,0.004860952,0.026046007,-0.036321433,-0.020858943,0.023136465,0.052682309,0.010548625
Cialda Cotton Waffle Bath Sheet w/Fringing White 80x150cm,-0.256911142,0.036047487,-0.246382589,-0.072079956,-0.056546612,0.019380634,-0.034135925,-0.122984693,0.071635054,-0.196216749,-0.071721639,0.140879879,0.047057203,-0.113960473,0.057682513,0.116295276,-0.024366423,-0.310169729,0.066042682,-0.212505591,-0.037804714,0.087680113,0.03234306,-0.212201589,0.225021627,0.075521285,-0.344796824,-0.095936798,-0.016645502,0.243941765,0.016232457,0.19086995,0.300955256,-0.41063359,-0.105300655,0.463661683,0.298489799,0.030880947,0.009456033,-0.086755724
Cialda Cotton Waffle Bath Sheet w/Fringing  Oyster 80x150cm,0.086473772,0.068308134,-0.160325191,-0.242019862,0.058625714,0.022602024,-0.214974408,-0.26935242,-0.152402354,-0.21318809,-0.060338888,0.024121637,0.009665751,-0.204157321,0.029166028,-0.1254447,-0.285228299,-0.287558765,0.117239635,-0.059697815,0.052506466,0.054783379,-0.074273101,-0.345938898,0.160512907,0.028777523,-0.290372897,-0.100214129,0.012924196,0.192653612,0.079394236,-0.210058752,0.498812318,-0.282252689,-0.431735014,0.443394444,0.096058956,-0.23872443,0.124630161,-0.082890936
Macrame Single Hammock Natural  200x100cm,-0.153739327,0.047159765,0.049567115,-0.055815167,0.03784348,-0.152793774,0.082439564,0.020841663,0.089108875,-0.013832193,-0.02726215,-0.140231234,0.163560648,0.002252152,-0.05506145,0.003451498,-0.09863744,0.023620026,0.06071679,0.006073057,-0.00100717,0.007446646,-0.047092438,0.04053104,0.099983932,-0.234679238,-0.069224132,-0.084630247,-0.066539761,0.005072259,-0.114915426,0.007440573,0.122676142,-0.018248491,0.025293934,0.211921365,-0.032519509,-0.197227755,0.012721375,-0.119605703
Macrame Single Hammock Black/Natural  200x100cm,-0.028430535,0.027648661,-0.018712771,-0.023802356,0.017821922,-0.140537335,0.025722165,-0.03920456,0.034887903,-0.026758023,-0.018618237,0.00924086,0.119607895,-0.029157846,0.00965498,0.039788893,-0.057685296,-0.013511792,0.002874554,0.017943471,0.063546266,-0.00631633,-0.03701262,0.022885858,0.01902653,-0.129146339,-0.104163299,-0.015236173,-0.027254504,0.099399977,-0.056494622,0.014937116,0.187295503,-0.025572056,-0.010922012,0.209874608,-0.033154853,-0.150337639,0.011274147,-0.05085473
Jungle Round Placemat White/Ink/Clay  38cm dia,0.02439036,0.051092796,0.088322715,0.152582974,-0.100057104,0.007895909,-0.056004408,0.203478261,-0.050419752,0.012161949,-0.005773418,-0.067143518,-0.034269865,-0.021722841,-0.044241989,-0.229521105,0.054086178,-0.020912159,-0.038133662,0.053645964,-0.030142489,-0.075880281,0.04941809,-0.013705461,-0.029783407,0.006781258,0.274931625,0.102122063,0.069745278,-0.020516101,0.006641858,0.068913286,-0.305480758,0.104213606,0.059620692,-0.189952293,-0.161124028,0.097181679,0.032377161,0.090749477
Medley Rectangular Placemat Chilli 45x30cm,-0.13268398,0.081054373,0.158663424,-0.006476623,-0.110005241,-0.081102764,0.1092621,0.336584094,-0.166846423,0.010373107,-0.162625846,-0.19212312,-0.025699712,-0.041123029,-0.040067816,-0.213903765,0.025283125,-0.10829399,-0.271528051,0.067259483,-0.039713053,-0.017023076,0.061087573,-0.055544742,-0.305599887,-0.107327519,0.263602643,0.169462167,0.117158223,0.079761941,-0.058584489,0.054310768,-0.269438099,0.056881324,0.095179181,-0.485801808,-0.278804759,-0.127645084,0.012261733,0.087028605
Pathway Rectangular Placemat Black   45x30cm,-0.087907177,0.089508036,-0.270677866,-0.213077544,0.009672753,0.067184529,0.038997,-0.13343921,0.052319557,-0.049022902,-0.15171906,0.053822803,-0.075644696,-0.136935658,-0.111790825,0.042658152,-0.24602826,0.005257273,0.00086179,-0.063624038,0.025686171,0.050058209,-0.07702455,-0.211080525,-0.003632817,0.29111002,-0.05333568,-0.011617817,0.001789999,0.20508518,-0.048973554,0.108253096,0.148422349,-0.18273965,-0.056919156,0.131917316,0.158867712,0.07431369,-0.002149297,-0.082100054
Pathway Rectangular Placemat White   45x30cm,-0.067128512,0.075974388,-0.258206629,-0.172064256,-0.002089243,0.047810818,0.041401594,-0.112199446,0.049044472,-0.049822728,-0.130321808,0.075659477,-0.045373779,-0.116406703,-0.068131313,0.060918725,-0.199095986,-0.020886845,0.031770313,-0.077604095,0.022107537,0.066178834,-0.071259642,-0.15615871,0.008948474,0.264678852,-0.080790608,-0.007023097,-0.008210526,0.170069582,-0.025912904,0.078087517,0.126268695,-0.127612443,-0.04744563,0.195981222,0.160336698,0.034622959,-0.006138011,-0.072422637
Phoenix Rectangular Placemat White  45x30cm,-0.066185583,0.041598755,0.086377697,0.020584602,-0.128175428,0.063428187,-0.037714573,0.281477309,-0.110144691,-0.0067914,-0.022430971,-0.045364883,-0.033927441,0.040019627,0.006216843,-0.276479609,0.051106707,-0.049876187,-0.006740549,0.016089853,-0.101943187,0.002658024,0.034912579,0.023784598,-0.020365608,-0.031812348,0.21845816,0.053750744,0.012398209,-0.045922837,0.030806168,-0.026040015,-0.254225059,0.160648721,0.0790048,-0.342462768,-0.164169482,-0.00025976,0.021380309,0.028302894
Seed Rectangular Placemat Black  45x30cm,-0.072295203,0.104898497,-0.226908959,-0.137028987,-0.009437077,0.018938836,0.076412412,-0.152963686,0.068904843,-0.027267322,-0.094933941,0.077941744,-0.071386796,-0.05842856,-0.11153287,0.074407833,-0.19526734,0.045661331,-0.032156544,-0.057872692,0.019023393,0.037078027,-0.071954277,-0.14298077,-0.064834186,0.21898039,-0.004155625,0.001617251,-0.032806056,0.144263693,-0.044374777,0.148475224,0.098151959,-0.162196454,0.013269153,0.13454772,0.115708371,0.05796143,-0.032016425,-0.038428116
Seed Rectangular Placemat White  45x30cm,-0.084987035,0.068035733,-0.233913412,-0.132235226,0.014770811,0.081427891,0.05360178,-0.118365727,0.0467181,-0.069819493,-0.088317278,0.0943403,-0.051261412,-0.079544362,-0.066944706,0.132668562,-0.154527392,0.015935263,0.030680271,-0.114327268,0.019989114,0.067683631,-0.069397241,-0.12421116,0.005094245,0.248868474,-0.057879471,0.005742106,-0.041688247,0.147435998,-0.015693624,0.104877764,0.147698645,-0.164968691,-0.049487553,0.270799919,0.206210856,0.08002657,-0.015886228,-0.07235096
Medallion Rectangular Placemat Ink   45x30cm,-0.002282879,0.091701217,0.066701681,0.082090613,-0.151148892,0.010489436,0.057392915,0.423403074,-0.118351482,-0.024741494,-0.07464359,-0.074054294,0.023268592,0.012744445,0.048056536,-0.195958139,-0.009641564,-0.051403883,-0.028319928,-0.012956571,-0.129126718,-0.046200468,0.01057265,0.001133141,-0.034686984,-0.094658279,0.109591014,0.116562064,-0.008750429,0.106127063,-0.002627532,0.047201753,-0.17972695,0.154739435,0.035435316,-0.38598038,-0.128015505,-0.089838989,0.0809423,0.088571458
